Date of Sale,Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Number of bedrooms,Number of bathrooms
04/02/2021,"127 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",Dublin 9,Dublin,"685,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"13B KINCORA COURT, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"345,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"14 EMMET STREET, DUBLIN 1",,Dublin,"393,715",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"14 SPENCER HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,"350,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"156 WEDGEWOOD, SANDYFORD, DUBLIN 16",Dublin 16,Dublin,"460,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"16 SHEEPMOOR CRESCENT, BLAKESTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"210,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"17 MOUNTJOY SQ, DUBLIN 1",Dublin 1,Dublin,"618,619",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"19 BRACKEN VIEW, BRACKEN PARK, CARPENTERSTOWN ROAD  CASTLEKNOCK",Dublin 15,Dublin,"370,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"2 HALLWELL LANE, HALLWELL, ADAMSTOWN",,Dublin,"339,207",No,Yes,New Dwelling house /Apartment,4,1
04/02/2021,"2 NEWCASTLE MANOR PLACE, NEWCASTLE, DUBLIN",Dublin 22,Dublin,"202,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"2 SANDFORD COURT, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"609,780",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"2 YELLOW NOOK AVE, JOHNSTOWN RD, DUN LAOGHAIRE",,Dublin,"450,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"26 The Avenue, Bay Meadows, Hollystown",Dublin 15,Dublin,"284,140",No,Yes,New Dwelling house /Apartment,4,1
04/02/2021,"27 WOODFORD DOWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"346,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"29 Meadowbank Road, Swords",,Dublin,"378,855",No,Yes,New Dwelling house /Apartment,4,1
04/02/2021,"30 Cuil Duin Green, Cuil Duin, Citywest",,Dublin,"370,044",No,Yes,New Dwelling house /Apartment,4,1
04/02/2021,"37 WATERMINT COURT, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"231,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"38 GLASNEVIN HILL, DUBLIN 9, DUBLIN",Dublin 9,Dublin,"875,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"38 HAMPTON WOOD DR, ST MARGARETS, FINGLAS DUBLIN 11",Dublin 11,Dublin,"261,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"39 WATERMINT COURT, PELLETSTOWN AVE, ROYAL CANAL PARK DUBLIN 15",Dublin 15,Dublin,"210,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"40 CLOCK CHOIRNEAL, BALROTHERY, DUBLIN",,Dublin,"250,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"5 SYCAMORE, HAZELDENE, ANGLESEA RD DUBLIN 4",Dublin 4,Dublin,"680,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"56 THE OAK ROCKFIELD, DUNDRUM DUBLIN 14, DUBLIN",Dublin 14,Dublin,"330,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"59 THE CEDAR, PARK VIEW, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"205,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"6 CARRIGMORE ELMS, SAGGART, DUBLIN",Dublin 24,Dublin,"266,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"6 MELROSE GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"215,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"71 Cedarview, Northwood, Santry Demesne",Dublin 9,Dublin,"484,581",No,Yes,New Dwelling house /Apartment,4,1
04/02/2021,"74 NORTH STRAND ROAD, FAIRVIEW, DUBLIN 3",,Dublin,"274,681",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"75 MONASTERY WALK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"427,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"8 ST JOSEPHS COTTAGE, BLACKHORSE AVE, DUBLIN",Dublin 7,Dublin,"600,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"85 LANDSCAPE PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"577,500",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"86 HAZELGROVE, BLESSINGTON RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"270,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"96 OXMANTOWN RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"397,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"APT 105, VIKING HARBOUR APTS, USHERS QUAY DUBLIN 8",Dublin 8,Dublin,"220,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"APT 1, 111 NORTH STRAND ROAD, NORTH STRAND",,Dublin,"588,556",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"DHARAMSALA, KILLINEY RD, KILLINEY",,Dublin,"905,000",No,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"Mixed use development, at Swiss Cottage, Santry",,Dublin,"38,094,573",No,Yes,New Dwelling house /Apartment,4,1
04/02/2021,"NO. 1 ST. MOCHTAS GROVE, COOLMINE ROAD, CLONSILLA",,Dublin,"370,000",Yes,No,Second-Hand Dwelling house /Apartment,4,1
04/02/2021,"THE SCALP SERVICE STATION, APARTMENTS ENNISKERRY ROAD, KILTERNAN",,Dublin,"226,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"10  Parklands Boulevard, Parklands, Citywest",,Dublin,"339,207",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"10 CUNNINGHAM PARK, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"525,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"10 KILBRIDE RD, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"605,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"100 ROCKFIELD AVE, PERRYSTOWN, DUBLIN",Dublin 12,Dublin,"545,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"104 HAZELBURY GREEN, CLONEE, DUBLIN",Dublin 15,Dublin,"317,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"12 ORMOND VIEW, SWORDS MANOR, SWORDS",Dublin 3,Dublin,"275,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"13 Oileain Na Cranoige.Cranogue Isl, Balbutcher Lane, Ballymun",Dublin 11,Dublin,"201,762",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"13 PEMBROKE COTTAGES, RINGSEND, DUBLIN 3",Dublin 4,Dublin,"350,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"14 MARTELLO TERRACE, BALBRIGGAN, DUBLIN",,Dublin,"178,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"14 Waterside Close, Waterside, Swords Road",,Dublin,"250,000",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"141 HEATHER WALK, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"610,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"144 GRACE PARK RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"800,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"148 BLOCK 1, ELM PARK, MERRION RD DUBLIN 4",Dublin 4,Dublin,"400,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"15 Donnybrook Gardens, Donnybrook, Dublin 4",,Dublin,"1,145,374",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"15 ST LAURENCES PARK, STILLORGAN, DUBLIN",,Dublin,"590,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"16 CASTLEGRANGE PARK, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,"312,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"16 HERBERT RD, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"325,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"16 SEABURY WOOD, MALAHIDE, CO DUBLIN",,Dublin,"510,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"16 THE OLDE DOCK, LITTLE SHIP ST, DUBLIN 8",Dublin 8,Dublin,"240,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"161 WINDMILL RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"264,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"163 THE RECTORY, ENNISKERRY RD, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"532,500",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"17 TARA COURT, BALBRIGAN, DUBLIN",,Dublin,"140,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"18 KILCROSS GROVE, SANDYFORD, DUBLIN",Dublin 18,Dublin,"324,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"18 MOUNT ANDREW COURT, LUCAN, CO DUBLIN",,Dublin,"232,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"18 Parklands Place, Parklands, Citywest",Dublin 14,Dublin,"356,828",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"18 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"262,500",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"19 MARLBOROUGH ROAD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"950,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"19 WINDMILL AVE, SWORDS, DUBLIN",,Dublin,"410,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"2 Chapel Hill, Glebe Road, Enniskerry Road",,Dublin,"550,661",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"2 LABURNUM, HAZELDENE, ANGLESEA RD DUBLIN 4",Dublin 4,Dublin,"645,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"2 Walker Close, Parkside, Balgriffin",Dublin 13,Dublin,"348,017",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"205 THE EDGES, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"259,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"23 LAWLESS TERRACE, BALBRIGGAN, CO DUBLIN",,Dublin,"190,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"23A FERNCARRIG AVE, FERNLEIGH, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"550,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"25 ADAMSTOWN WAY, ADAMSTOWN, LUCAN",,Dublin,"289,950",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"253 WOODFIELD, SCHOLARSTOWN RD, DUBLIN 16",Dublin 16,Dublin,"365,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"27 RATHBORNE SQUARE, ASHTOWN, DUBLIN",Dublin 15,Dublin,"447,500",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"28 BINNADAIR VIEW, SUTTON, DUBLIN 13",Dublin 13,Dublin,"415,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"28 ELLENSBOROUGH MEADOWS, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"373,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"29 The Lane, Scholarstown, Rathfarmham",Dublin 16,Dublin,"497,797",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"29 THORNDALE AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,"398,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"3 MC AULEY AVE, ARTANE DUBLIN 5, DUBLIN",Dublin 5,Dublin,"240,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"3 The Blake, Landsdowne Place, Landsdowne Road",Dublin 4,Dublin,"1,365,639",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"3 WALKER CLOSE, PARKSIDE, BALGRIFFIN",Dublin 13,Dublin,"365,639",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"30 ST SAMSONS SQ, BALGRIFFIN, DUBLIN",Dublin 13,Dublin,"340,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"30 WATERSIDE COURT, WATERSIDE, SWORDS RD",Dublin 9,Dublin,"356,818",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"32 BALFE RD EAST, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"330,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"32 MARTELLO COURT, PORTMARNOCK, DUBLIN 13",Dublin 13,Dublin,"710,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"32 Taylor Hill Grange, Balbriggan",,Dublin,"268,800",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"35 Millers Avenue, Millers Glen, Swords",,Dublin,"262,114",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"39 GREEN FORT AVE, CLONDALKIN DUBLIN 22, DUBLIN",Dublin 22,Dublin,"185,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"4 Walker Drive, Parkside, Balgriffin",Dublin 13,Dublin,"418,502",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"41 WATERSIDE VIEW, WATERSIDE  SWORDS ROAD, MALAHIDE",,Dublin,"274,318",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"44 BRADOGUE COURT, ANNAMOE RD, CABRA DUBLIN 7",Dublin 7,Dublin,"305,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"45 ST FINTANS RD, SUTTON, DUBLIN 13",Dublin 13,Dublin,"740,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"454 HOWTH RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"725,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"48 ABBOTTSTOWN AVE, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,"240,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"48 RED ARCHES RD, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,"491,050",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"48 ST ANTHONYS CRESCENT, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,"500,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"5 TEMPLE VILLAS, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"3,450,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"53 HILLBROOK WOODS, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"205,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"57 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"1,540,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"57 BRIDES GLEN PARK, SWORDS, DUBLIN",,Dublin,"378,500",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"57 LOHUNDA CRESCENT, DUBLIN 15, DUBLIN",Dublin 15,Dublin,"245,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"58 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,"295,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"6 ANGLESEA AVE, BLACKROCK, DUBLIN",,Dublin,"1,100,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"6 FINNSVALE, FINNSTOWN LUCAN, DUBLIN",,Dublin,"340,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"60 PROSPECT VIEW, STOCKING LANE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"525,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"67 WEST GATE, CORNMARKET, DUBLIN 8",,Dublin,"200,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"68 THE WATER RILL, WATERSIDE, SWORDS RD",Dublin 9,Dublin,"351,818",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"68 TYRCONNELL PARK, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"342,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"7 BROWN STREET SOUTH, SOUTH CITY CENTRE, THE COOMBE",Dublin 8,Dublin,"346,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"7 Hallwell Lane, Hallwell, Adamstown",,Dublin,"321,586",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"7 Waterside Green, Waterside, Swords Road",,Dublin,"250,000",No,Yes,New Dwelling house /Apartment,4,1
05/02/2021,"71 ST JOSEPHS PL, NELSON ST, DUBLIN 7",Dublin 7,Dublin,"355,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"77 GRANVILLE RD, CABINTEELY, DUBLIN 18",,Dublin,"557,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"8 HERBERT PLACE, DUBLIN 2, DUBLIN",Dublin 2,Dublin,"1,300,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"8 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",,Dublin,"215,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"8 SEAVIEW AVE EAST, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"420,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"83 THE OVAL, TULLYVALE, DUBLIN 18",Dublin 18,Dublin,"200,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"9 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,"460,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"95 BEAUMONT AVE, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"875,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"95 DUBLIN RD, SUTTON, DUBLIN 13",Dublin 13,Dublin,"935,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"95 SILLOGE GARDENS, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,"252,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"APT 26, THE PAVILION, MARINE RD",,Dublin,"475,000",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"APT 2, WATERMINT, BRAY RD",Dublin 18,Dublin,"328,500",No,No,Second-Hand Dwelling house /Apartment,4,1
05/02/2021,"MAIN ST, GARRISTOWN, DUBLIN",,Dublin,"500,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"1 Larsen Place, Shackleton Park, Lucan",,Dublin,"299,559",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"10 Hollywoodrath Place, Hollywoodrath, Hollystown",Dublin 15,Dublin,"312,775",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"10 LISSADEL GROVE, SEABURY, MALAHIDE",,Dublin,"490,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"12 OLCOVAR, SHANKILL, DUBLIN",Dublin 18,Dublin,"45,000",Yes,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"12 OLCOVAR, SHANKILL, DUBLIN",Dublin 18,Dublin,"45,000",Yes,No,New Dwelling house /Apartment,4,1
08/02/2021,"13 KILBARRON AVENUE, KILMORE WEST, DUBLIN 5",Dublin 5,Dublin,"250,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"13 PARKHILL GREEN, KILNAMANAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"320,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"14 OAKLEY COURT, OAKLEY RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,"355,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"143 THE SPINNAKER, ARRAN QUAY, DUBLIN 7",Dublin 7,Dublin,"220,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"15 ACADEMY BUILDING, PARK WEST POINTE, PARK WEST",,Dublin,"227,500",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"15 HOLYWELL RD, GORSEHILL, SWORDS",,Dublin,"270,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"18 GRANGEGORMAN VILLAS, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"485,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"195 BOTANIC AVE, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"385,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"1A BALLINTEER COURT, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,"510,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"2 Larcen Place, Shackleton Park, Lucan",,Dublin,"277,533",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"20 KILTERAGH RD, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"967,500",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"21 The Avenue, Bay Meadows, Hollystown",,Dublin,"317,181",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"250 PARKLANDS, NORTHWOOD, SANTY DUBLIN 9",Dublin 9,Dublin,"247,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"28 SHANLISS GROVE, SANTRY, DUBLIN 9",Dublin 9,Dublin,"153,766",No,No,New Dwelling house /Apartment,4,1
08/02/2021,"3 BROOKLAWN AVE, BLACKROCK, DUBLIN",,Dublin,"442,500",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"3 Walker Drive, Parkside, Balgriffin",,Dublin,"400,881",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"30 WATERSIDE PARK, WATERSIDE, MALAHIDE",,Dublin,"360,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"31 PARK CRESCENT, HANSFIELD WOOD, HANSFIELD",Dublin 15,Dublin,"22,500",Yes,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"31 SHANGAN HALL, SHANGAN RD, BALLYMUN DUBLIN 11",Dublin 9,Dublin,"135,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"33 ANNAMOE TERRACE, CABRA, DUBLIN 7",Dublin 7,Dublin,"305,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"37 HAMPTON GREEN, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"458,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"41 RED ARCHES DR, BALDOYLE, DUBLIN",Dublin 13,Dublin,"350,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"45 BRAMBLEFIELD CRESCENT, CLONEE, DUBLIN",Dublin 15,Dublin,"330,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"47 ST CATHERINES DRIVE, RUSH, CO DUBLIN",,Dublin,"492,576",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"5 Graydon Glen, Graydon, Newcastle",,Dublin,"356,827",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"50 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"485,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"53 Beech Park, Cabinteely, County Dublin",,Dublin,"506,608",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"54 SUNDALE CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"225,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"59 THE CRESCENT, PARK WEST POINTE, YEATS WAY DUBLIN 12",Dublin 12,Dublin,"229,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"62 The Drive, Semple Woods, Donabate",,Dublin,"524,229",No,Yes,New Dwelling house /Apartment,4,1
08/02/2021,"69 BURNELL SQUARE, DUBLIN 17",,Dublin,"295,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"77 MULVEY PARK, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,"465,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"9 GLENCAIRN HEATH, LEOPARDSTOWN, DUBLIN 18",Dublin 18,Dublin,"500,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APARTMENT 206, BACHELORS WALK APARTMENTS, BACHELORS WALK",,Dublin,"220,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APT 197, THE ASH, CHARLEVILLE SQ DUBLIN 14",Dublin 14,Dublin,"370,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APT 1, 46A NEW CABRA RD, DUBLIN 7",Dublin 7,Dublin,"1,800,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APT 1, 47 THE DRIVE, ST CATHERINES ESTATE",,Dublin,"201,508",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APT 27 BLOCK B, HANOVER DOCK, HANOVER QUAY DUBLIN 2",Dublin 2,Dublin,"1,100,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APT 2, 47 THE DRIVE, ST CATHERINES ESTATE",,Dublin,"201,508",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"APT. 23 BLOCK B, ADELAIDE SQUARE, WHITEFRIAR STREET",Dublin 2,Dublin,"435,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"GLENART, RICHMOND AVE SOUTH, DARTRY",Dublin 6,Dublin,"2,490,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"SANDYBANKS, BRITTAS LITTLE, BRITTAS",Dublin 24,Dublin,"375,000",No,No,Second-Hand Dwelling house /Apartment,4,1
08/02/2021,"WOODLANDS, FALLS RD, RATHMICHAEL",Dublin 18,Dublin,"900,000",No,No,Second-Hand Dwelling house /Apartment,4,1
09/02/2021,"1 ST ANTHONYS RD, RIALTO, DUBLIN 8",Dublin 8,Dublin,"230,000",No,No,Second-Hand Dwelling house /Apartment,4,1
09/02/2021,"10 BAYVIEW, PEMBROKE STREET, DUBLIN 4",Dublin 4,Dublin,"805,000",No,No,Second-Hand Dwelling house /Apartment,4,1
