Date of Sale,Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Number of bedrooms,Number of bathrooms
03/01/2021,"16 BURLEIGH COURT, BURLINGTON ROAD, DUBLIN 4",Dublin 4,Dublin,"450,000",No,No,Second-Hand Dwelling house /Apartment,2,1
04/01/2021,"12 Oileain Na Cranoige.Cranogue Isl, Balbutcher Lane, BALLYMUN",Dublin 11,Dublin,"192,951",No,Yes,New Dwelling house /Apartment,2,1
04/01/2021,"17 Belltree Lane, Beltree, Clonggriffin",,Dublin,"343,612",No,Yes,New Dwelling house /Apartment,2,1
04/01/2021,"27 Beresford Avenue, Donabate, County Dublin",,Dublin,"345,133",No,Yes,New Dwelling house /Apartment,2,1
04/01/2021,"3 KILLOSSERY, ROWLESTOWN, DUBLIN",,Dublin,"378,000",Yes,No,Second-Hand Dwelling house /Apartment,2,1
04/01/2021,"3 WOODVIEW HOUSE, GLENALBYN RD, STILLORGAN",,Dublin,"252,000",No,No,Second-Hand Dwelling house /Apartment,2,1
04/01/2021,"43 ASHLAWN PARK, BALLYBRACK, COUNTY DUBLIN",,Dublin,"330,000",No,No,Second-Hand Dwelling house /Apartment,2,1
04/01/2021,"7 NORTONS AVE, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"386,000",No,No,Second-Hand Dwelling house /Apartment,3,1
04/01/2021,"85 BELMAYNE PARK SOUTH, BALGRIFFIN, PARK SOUTH DUBLIN 13",Dublin 13,Dublin,"335,000",No,No,Second-Hand Dwelling house /Apartment,3,1
04/01/2021,"93 BALLYFERMOT CRESCENT, DUBLIN 10, DUBLIN",Dublin 10,Dublin,"45,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"10 MOUNTTOWN VILLAS, MOUNTTOWN LOWER, GLENAGEARY",,Dublin,"435,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"12 MARINE WALK, MARINE ROAD, DN LAOGHAIRE",,Dublin,"389,427",No,Yes,New Dwelling house /Apartment,3,1
05/01/2021,"12 SHENICK RD, SKERRIES, DUBLIN",,Dublin,"415,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"14 Walker Green, Parkside, Balgriffin",Dublin 13,Dublin,"343,612",No,Yes,New Dwelling house /Apartment,3,1
05/01/2021,"17 Walker Green, Parkside, Balgriffin",Dublin 13,Dublin,"345,814",No,Yes,New Dwelling house /Apartment,3,1
05/01/2021,"18 DRYNAM CRESCENT, DRYNAM HALL, KETTLE'S LANE",,Dublin,"427,500",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"185 CLONSILLA ROAD, BLANCHARDSTOWN, DUBLIN 15",,Dublin,"350,000",Yes,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"27 ROWAN HOUSE, MESPIL ESTATE, SUSSEX RD DUBLIN 4",Dublin 4,Dublin,"229,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"29 CHERRYWOOD GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"250,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"29 FOXES GROVE, SHANKILL, DUBLIN",Dublin 18,Dublin,"520,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"3 HARELAWN PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"230,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"34 ORBY PARK, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"850,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"4 CORBALLY AVE, WESTBROOK LAWNS, DUBLIN 24",Dublin 24,Dublin,"38,000",Yes,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"41 HAYWORTH TERRACE, ONGAR, CLONSILLA",Dublin 15,Dublin,"285,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"52 Graydon Crescent, Graydon, Newcastle",,Dublin,"348,018",No,Yes,New Dwelling house /Apartment,3,1
05/01/2021,"52 MOERAN RD, OFF CROMWELLSFORD RD, WALKINSTOWN",Dublin 12,Dublin,"320,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"55 HILLBROOK WOODS, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"208,000",No,No,Second-Hand Dwelling house /Apartment,3,1
05/01/2021,"8 HAMPTON WOOD LAWN, HAMPTON WOOD, FINGLAS",,Dublin,"240,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"111 EXCHANGE HALL, BELGARD SQ NORTH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"171,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"113 ARDLEA RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,"340,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"122 LYMEWOOD MEWS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"265,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"135 PRIORGATE, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,"230,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"14 Gandon Place, Gandon Park, Lucan",,Dublin,"383,259",No,Yes,New Dwelling house /Apartment,3,1
06/01/2021,"17 MILLRACE GREEN, SAGGART, DUBLIN",Dublin 24,Dublin,"210,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"18 ARDMORE CRESCENT, ARTANE, DUBLIN 5",Dublin 5,Dublin,"380,600",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"18 Brookfield, Malahide",,Dublin,"682,819",No,Yes,New Dwelling house /Apartment,3,1
06/01/2021,"2 KINGSWOOD VIEW, BELGARD RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"290,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"2 Poddle View, Poddle Park, Kimmage",,Dublin,"440,528",No,Yes,New Dwelling house /Apartment,3,1
06/01/2021,"29 TEMPLE VIEW GRV, CLAREHALL, DUBLIN 13",Dublin 13,Dublin,"350,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"32 SKELLIGS COURT, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"320,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"34 RIALTO ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"332,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"36 CRUAGH CLOSE, STEPASIDE, DUBLIN",Dublin 18,Dublin,"460,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"39 RINGFOOT AVE, BALROTHERY, DUBLIN",,Dublin,"206,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"4 Shackleton Links, Shackleton Park, Lucan",,Dublin,"400,000",No,Yes,New Dwelling house /Apartment,3,1
06/01/2021,"47 BESSBOROUGH AVE, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"277,500",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"48 ASHTOWN GROVE, NAVAN ROAD, DUBLIN 7",Dublin 7,Dublin,"560,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"51 GRIFFITH HALL, GLANDORE RD, DUBLIN 9",Dublin 9,Dublin,"305,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"54 BELTON PARK RD, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,"446,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"6 NEWHAVEN CLOSE, BALBRIGGAN, DUBLIN",,Dublin,"207,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"67 CLONLIFFE RD, BALLYBOUGH, DUBLIN 3",Dublin 3,Dublin,"620,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"7 CAIRNBROOK VIEW, CAIRNBROOK, CARRICKMINES DUBLIN 18",Dublin 18,Dublin,"422,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"7 WAINSFORT GROVE, TERENURE, DUBLIN 6W",,Dublin,"605,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"7 WESTMINSTER WOOD, FOXROCK, DUBLIN 18",,Dublin,"436,714",No,Yes,New Dwelling house /Apartment,3,1
06/01/2021,"72 HOME VILLAS, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"506,000",No,No,Second-Hand Dwelling house /Apartment,3,1
06/01/2021,"95 MEADOW PARK, CHURCHTOWN UPPER, CHURCHTOWN DUBLIN 14",Dublin 14,Dublin,"498,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"1 GEOFFREY KEATING RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"380,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"10 OLD CHURCH COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"265,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"11 PARK HOUSE, WILLANS AVENUE, ONGAR",Dublin 15,Dublin,"155,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"14 WHITTON RD, TERENURE, DUBLIN 6",Dublin 6,Dublin,"680,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"15 SHALIMAR, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"250,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"16 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,"450,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"18 NEWCASTLE MANOR PARK, NEWCASTLE, DUBLIN",Dublin 22,Dublin,"270,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"23 Gracepark View, Drumcondra, Dublin 9",Dublin 9,Dublin,"669,604",No,Yes,New Dwelling house /Apartment,3,1
07/01/2021,"24 CARRIGMORE TERRACE, CITYWEST, SAGGART",Dublin 24,Dublin,"207,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"27 BROWNSBARN WOOD, KINGSWOOD, DUBLIN 22",Dublin 22,Dublin,"403,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"28 ALEXANDRA WALK, ADELAIDE SQUARE, DUBLIN 8",,Dublin,"400,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"3 CUFFE LANE, CUFFE ST, DUBLIN 2",Dublin 2,Dublin,"540,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"3 ENNAFORT RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"670,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"33 CAIRNBROOK AVE, CARRICKMINES, DUBLIN 18",Dublin 18,Dublin,"425,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"36 ALEXANDRA PLACE, 55 58 EAST RD, DUBLIN 3",Dublin 3,Dublin,"350,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"38 FERNWOOD AVE, SPRINGFIRELD, TALLAGHT",Dublin 24,Dublin,"300,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"4 GOLDEN RIDGE WAY, SKERRIES RD, RUSH",,Dublin,"262,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"45 ST ANNS, AILSBURY ROAD, DUBLIN 4",,Dublin,"500,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"69 ALEXANDRA PLACE, 55 58 EAST RD, DUBLIN 3",Dublin 3,Dublin,"350,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"8 OLDTOWN COURT, OLDTOWN, CO DUBLIN",,Dublin,"200,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"8 WILLOWBANK DR, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"675,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"80 BLASKET SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"225,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"89 KYLEMORE DR, BALLYFERMOT, DUBLIN",Dublin 10,Dublin,"273,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"96 KINCORA GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"735,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"APT 5 STEEPLE GATE, TRITONVILLE RD, SANDYMOUNT",Dublin 4,Dublin,"415,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"APT 75, WYCKHAM PLACE, WYCKHAM WAY DUBLIN 16",Dublin 16,Dublin,"380,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"GLENALUA COTTAGE, GLENALUA ROAD, KILLINEY",,Dublin,"380,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"SUNNYDALE, 540 SWORDS RD, SANTRY DUBLIN 9",Dublin 9,Dublin,"740,000",No,No,Second-Hand Dwelling house /Apartment,3,1
07/01/2021,"WINDWARD, 93 BARTON RD EAST, CHURCHTOWN DUBLIN 14",Dublin 14,Dublin,"659,500",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"10 Eaton Way, Eaton Brae, Shankill",,Dublin,"550,660",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"106 MELLOWES RD, FINGLAS WEST DUBLIN 11, DUBLIN",Dublin 11,Dublin,"240,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"11 CHURCHWELL GROVE, BELMAYNE, DUBLIN 13",Dublin 13,Dublin,"315,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"116 EMMET RD, INCHICORE, DUBLIN CITY",Dublin 8,Dublin,"355,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"131 MOUNT MERRION AVE, BLACKROCK, DUBLIN",,Dublin,"1,150,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"14 ST LAURENCES PARK, STILLORGAN, DUBLIN",,Dublin,"600,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"16 GLEN ELLAN DR, SWORDS, DUBLIN",,Dublin,"339,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"16 MOUNT PROSPECT PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"550,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"16WEST PARK DTIVE, BALLYGALL, FINGLAS EAST DUBLIN 11",Dublin 11,Dublin,"338,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"17 BELARMINE GROVE, BELARMINE WOODS, STEPASIDE",Dublin 18,Dublin,"480,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"17 COUNDON COURT (JABALAL-DUKHAN), KILLINEY, COUNTY DUBLIN",,Dublin,"950,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"18 TYNAN HALL PARK, KINGSWOOD, DUBLIN 24",Dublin 24,Dublin,"355,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"19 EBENEZER TERRACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"675,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"19A SYDNEY AVENUE, BLACKROCK, CO DUBLIN",,Dublin,"873,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"2 ARD MOR WALK FORTUNESTOWN LANE, TALLAGHT DUBLIN 2, DUBLIN",Dublin 24,Dublin,"199,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"201 APPLES RD, WEDGEWOOD, SANDYFORD DUBLIN 16",Dublin 16,Dublin,"496,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"22 ARANLEIGH VALE, RATHFARHAM, DUBLIN 14",Dublin 14,Dublin,"617,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"23 COOLRUA DR, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"370,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"23 THE COURT, DALCASSIAN DOWNS, GLASNEVIN DUBLIN 11",Dublin 11,Dublin,"275,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"23 THE SCHOONER ALVERNO, CASTLE AVE, CLONTARF DUBLIN 3",Dublin 3,Dublin,"260,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"24 FITZGERALD ST, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"470,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"24 GREENLEA PLACE, TERENURE RD WEST, DUBLIN 6W",,Dublin,"200,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"25 ARD RIGH RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"450,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"26 PARKHILL RISE, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,"290,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"26 SOUTH HILL, ST FINTANS RD, SUTTON DUBLIN 13",Dublin 13,Dublin,"785,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"28 GLEN ELLAN GREEN, SWORDS, DUBLIN",,Dublin,"406,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"3 HYDE PARK GARDENS, BLACKROCK, DUBLIN",,Dublin,"1,395,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"30 THOMAS HAND ST, SKERRIES, CO. DUBLIN",,Dublin,"660,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"32 THE VIEW, WOODPARK, DUBLIN 16",Dublin 16,Dublin,"470,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"33 MILLERS AVE, MILLERS GLEN, SWORDS",,Dublin,"262,114",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"37 The Drive, Semple Woods",,Dublin,"570,000",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"40 CRANNAGH PARK, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"732,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"46 HOLYWELL VILLAS KINSEALY SWORDS, DUBLIN",Dublin 15,Dublin,"280,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"48 CEDAR BROOK WALK, DUBLIN 10, DUBLIN",Dublin 10,Dublin,"155,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"49 FARNEY PARK SANDYNIOUNT, DUBLIN 4, DUBLIN",Dublin 4,Dublin,"1,080,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"526 LONGBOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY, DUBLIN 2",Dublin 2,Dublin,"815,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"55 CASTLEKNOCK PARK, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"760,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"6 CASTLE HEATH, SWORDS RD, MALAHIDE",,Dublin,"461,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"6 HAYWORTH CLOSE, ONGAR VILLAGE, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"164,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"66 HEATH SQ, NORTH RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,"275,000",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"8 THE COURT, HIGH PARK, DRUMCONDRA",Dublin 9,Dublin,"305,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"8 WARRENSTOWN DR, THE MEATH, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"282,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"82 CHAPELGATE, ST ALPHONSUS RD UPPER, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,"375,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"84 SEAMOUNT APARTMENTS, BOOTERSTOWN, CO DUBLIN",,Dublin,"505,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"9  PARKSIDE HEATH, MALAHIDE ROAD, BALGRIFFIN",Dublin 13,Dublin,"400,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"9 ASGARD RD, HOWTH, DUBLIN",Dublin 13,Dublin,"580,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"9 BEVERLEY COURT, 138 VERNON AVE, CLONTARF DUBLIN 3",Dublin 3,Dublin,"285,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"9 CASTLE GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"680,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"99 CASTLELAND PARK WAY, BALBRIGGAN",,Dublin,"276,426",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"APARTMENT 115, LONGBOAT QUAY NORTH, DUBLIN2",Dublin 2,Dublin,"6,770,926",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"APARTMENT 529, LONGBOAT QUAY NORTH, DUBLIN 2",Dublin 2,Dublin,"273,394",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"Apartment No. 4 Anu, Dunluce, 21 Anglesea Road",Dublin 4,Dublin,"1,035,242",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"Apt 37 Ardilaun Court, Sybil Hill Road, Raheny",,Dublin,"317,181",No,Yes,New Dwelling house /Apartment,3,1
08/01/2021,"APT 91 THE CRESENT BUILDING, PARKWEST, DUBLIN 12",Dublin 15,Dublin,"217,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"APT 96 PEMBERTON HOUSE, MOUNTJOY SQUARE APTS, DUBLIN 1",Dublin 1,Dublin,"210,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"APT19 ROSEMOUNT, GLANDORE ROAD, DRUMCONDRA",,Dublin,"366,000",No,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"HILLCREST, HARBOUR ROAD, RUSH",,Dublin,"280,000",Yes,No,Second-Hand Dwelling house /Apartment,3,1
08/01/2021,"MIMOSA, 13 GROTTO AVE, BOOTERSTOWN",,Dublin,"630,000",No,No,Second-Hand Dwelling house /Apartment,3,1
09/01/2021,"52 BLOCK B, SEVEN OAKS, SARSFIELD RD DUBLIN 10",Dublin 10,Dublin,"265,000",No,No,Second-Hand Dwelling house /Apartment,3,1
10/01/2021,"38 ROSSE COURT HEIGHTS, LUCAN, DUBLIN",,Dublin,"190,000",No,No,Second-Hand Dwelling house /Apartment,3,1
10/01/2021,"APT 16, 86 REUBEN ST, RIALTO",Dublin 8,Dublin,"120,000",Yes,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"1 & 2 DORSET LANE, DUBLIN 1",,Dublin,"300,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"11 BRIDES GLEN PARK, SWORDS, DUBLIN",,Dublin,"190,000",Yes,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"12 LIFFEY VALE, LIFFEY VALLEY PARK, LUCAN",,Dublin,"275,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"13 MANOR COURT, ST MOCHTAS PARK, COOLMINE DUBLIN 15",Dublin 15,Dublin,"215,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"15 COOLOCK VILLAGE, COOLOCK, DUBLIN 5",Dublin 5,Dublin,"305,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"16  Gandon Place, Gandon Park, Lican",,Dublin,"330,395",No,Yes,New Dwelling house /Apartment,3,1
11/01/2021,"16 SOUTHLANDS, RATHMICHAEL PARK, SHANKILL",Dublin 18,Dublin,"96,400",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"19 ELDER HEATH ROW, KILTIPPER ROAD, DUBLIN 24",Dublin 24,Dublin,"345,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"19 TERENURE GATE, TERENURE, DUBLIN 6W",,Dublin,"790,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"2 KENURE CRESCENT, RUSH, DUBLIN",,Dublin,"295,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"214 RATOATH RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"480,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"22 Meadowbank Road, Millers Glen, Swords",,Dublin,"370,044",No,Yes,New Dwelling house /Apartment,3,1
11/01/2021,"23 HUNTERS WALK, HUNTERS WOOD, FIRHOUSE",Dublin 24,Dublin,"263,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"24 Drumnigh Manor, Portmarnock, Dublin 13",,Dublin,"488,987",No,Yes,New Dwelling house /Apartment,3,1
11/01/2021,"26 The Barrington, Lansdowne Place, Lansdowne Road",Dublin 4,Dublin,"2,251,982",No,Yes,New Dwelling house /Apartment,3,1
11/01/2021,"297 LOWER KIMMAGE ROAD, KIMMAGE, DUBLIN 6W",,Dublin,"607,500",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"2THE COURTHOUSE APT, MAIN ST, RATHCOOLE",Dublin 24,Dublin,"205,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"3 SEABANK COURT, COAST RD, MALAHIDE",,Dublin,"405,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"30 PAKEHAM SLOPES, MONKSTOWN, DUBLIN",,Dublin,"160,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"5 CRANNAGH HALL, LANDSCAPE RD, CHURCHTOWN",Dublin 14,Dublin,"270,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"5 HILLCREST LAWNS, LUCAN, DUBLIN",,Dublin,"321,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"56 ELM MOUNT AVE, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"463,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"83 THE ACADEMY BUILDING, PARK WEST POINTE, YEATS WAY DUBLIN 12",Dublin 12,Dublin,"187,500",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"9 MARINE DR, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"775,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"APT 34 THE SLADE, CITYWEST, SAGGART",,Dublin,"337,000",No,No,Second-Hand Dwelling house /Apartment,3,1
11/01/2021,"APT 341, BACHELORS WALK APTS, BACHELORS WALK DUBLIN 1",Dublin 1,Dublin,"247,500",No,No,Second-Hand Dwelling house /Apartment,3,1
12/01/2021,"1 CHERRY LAWN, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"700,000",No,No,Second-Hand Dwelling house /Apartment,3,1
12/01/2021,"165 CROSBIES YARD, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"242,000",No,No,Second-Hand Dwelling house /Apartment,3,1
